1,photo_object_20200413_14_29_34.805464_0001.np,1551,918
4,photo_object_20200413_14_29_42.824787_0004.np,1344,941
7,photo_object_20200413_14_29_50.847339_0007.np,1327,906
10,photo_object_20200413_14_29_58.869038_0010.np,1282,893
16,photo_object_20200413_14_30_14.904930_0016.np,1254,947
19,photo_object_20200413_14_30_22.923402_0019.np,1080,930
25,photo_object_20200413_14_30_38.960115_0025.np,1395,967
31,photo_object_20200413_14_30_54.994729_0031.np,1536,882
34,photo_object_20200413_14_31_03.005103_0034.np,1537,926
37,photo_object_20200413_14_31_11.016603_0037.np,1382,922
43,photo_object_20200413_14_31_27.048784_0043.np,1570,924
49,photo_object_20200413_14_32_35.992226_0049.np,1500,934
55,photo_object_20200413_14_32_52.025718_0055.np,1502,935
58,photo_object_20200413_14_33_00.045003_0058.np,1460,932
61,photo_object_20200413_14_34_09.363451_0061.np,1524,921
64,photo_object_20200413_14_34_17.383790_0064.np,1398,948
67,photo_object_20200413_14_34_25.398962_0067.np,1283,940
70,photo_object_20200413_14_34_33.418135_0070.np,1101,935
76,photo_object_20200413_14_34_49.454277_0076.np,1412,1011
79,photo_object_20200413_14_34_57.471809_0079.np,1592,1021
82,photo_object_20200413_14_35_05.489831_0082.np,1633,929
85,photo_object_20200413_14_35_51.999583_0085.np,1514,959
91,photo_object_20200413_14_36_08.057836_0091.np,1151,962
94,photo_object_20200413_14_36_16.078180_0094.np,1126,987
97,photo_object_20200413_14_36_24.107843_0097.np,1313,985
100,photo_object_20200413_14_36_32.124714_0100.np,1385,968
103,photo_object_20200413_14_36_40.141631_0103.np,1450,961
106,photo_object_20200413_14_36_48.156592_0106.np,1452,962
124,photo_object_20200413_14_38_43.885691_0124.np,1333,945
127,photo_object_20200413_14_38_51.902154_0127.np,1266,947
130,photo_object_20200413_14_38_59.922080_0130.np,1139,947
139,photo_object_20200413_14_39_23.980312_0139.np,1522,1011
142,photo_object_20200413_14_39_31.994875_0142.np,1450,1017
148,photo_object_20200413_14_39_48.037646_0148.np,1257,951
151,photo_object_20200413_14_39_56.059895_0151.np,1343,811
