7,photo_object_20200407_15_40_57.298502_0007.np,1215,881
13,photo_object_20200407_15_41_07.333332_0013.np,1224,859
19,photo_object_20200407_15_41_17.367017_0019.np,1358,901
22,photo_object_20200407_15_41_22.385225_0022.np,1357,895
25,photo_object_20200407_15_41_27.400612_0025.np,1129,886
28,photo_object_20200407_15_41_32.416852_0028.np,970,858
31,photo_object_20200407_15_41_37.436170_0031.np,833,863
34,photo_object_20200407_15_41_42.452842_0034.np,637,923
37,photo_object_20200407_15_41_47.472042_0037.np,497,919
43,photo_object_20200407_15_41_57.511028_0043.np,659,940
46,photo_object_20200407_15_42_02.538660_0046.np,794,871
49,photo_object_20200407_15_42_07.568988_0049.np,961,900
55,photo_object_20200407_15_42_17.618517_0055.np,1131,947
58,photo_object_20200407_15_42_22.647232_0058.np,1176,934
61,photo_object_20200407_15_42_27.677840_0061.np,1278,939
64,photo_object_20200407_15_42_32.698889_0064.np,1398,940
67,photo_object_20200407_15_42_37.719228_0067.np,1485,932
70,photo_object_20200407_15_42_42.738499_0070.np,1620,926
73,photo_object_20200407_15_42_47.757548_0073.np,1785,934
76,photo_object_20200407_15_42_52.783280_0076.np,1567,938
79,photo_object_20200407_15_42_57.806993_0079.np,1410,932
82,photo_object_20200407_15_43_02.822242_0082.np,1266,880
85,photo_object_20200407_15_43_07.838995_0085.np,1101,846
88,photo_object_20200407_15_43_12.861726_0088.np,892,863
91,photo_object_20200407_15_43_17.882246_0091.np,703,941
97,photo_object_20200407_15_43_27.918923_0097.np,853,951
100,photo_object_20200407_15_43_32.938515_0100.np,1027,944
103,photo_object_20200407_15_43_37.954319_0103.np,1196,941
106,photo_object_20200407_15_43_42.970957_0106.np,1359,938
109,photo_object_20200407_15_43_47.999070_0109.np,1509,933
112,photo_object_20200407_15_43_53.027723_0112.np,1636,950
115,photo_object_20200407_15_43_58.055884_0115.np,1849,942
118,photo_object_20200407_15_44_03.082539_0118.np,1994,938
124,photo_object_20200407_15_44_13.127435_0124.np,1736,921
127,photo_object_20200407_15_44_18.146479_0127.np,1584,912
130,photo_object_20200407_15_44_23.165696_0130.np,1508,920
139,photo_object_20200407_15_44_38.229684_0139.np,1150,933
145,photo_object_20200407_15_44_48.261451_0145.np,923,942
148,photo_object_20200407_15_44_53.279502_0148.np,796,943
151,photo_object_20200407_15_44_58.297594_0151.np,763,860
157,photo_object_20200407_15_45_08.335000_0157.np,972,914
163,photo_object_20200407_15_45_18.372778_0163.np,1210,904
166,photo_object_20200407_15_45_23.391601_0166.np,1330,908
184,photo_object_20200407_15_45_53.502426_0184.np,1992,868
187,photo_object_20200407_15_45_58.521434_0187.np,1792,867
190,photo_object_20200407_15_46_03.540299_0190.np,1539,870
